Eruption Number,Volcano Name,Eruption Category,Evidence Type,Evidence Method,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day
14354,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1957,9,2,1957,11,16
15267,Ambrym,Confirmed,Observations,Reported,1,1957,8,26,1957,10,16
13791,Etna,Confirmed,Observations,Reported,2,1957,8,25,1958,5,3
18654,Tokachidake,Uncertain,Uncertain,Unspecified,1,1957,8,20,1957,8,20
18228,Izu-Oshima,Confirmed,Observations,Reported,1,1957,8,16,1957,12,16
14110,Visoke,Confirmed,Observations,Reported,1,1957,8,1,1957,8,3
19337,Bezymianny,Confirmed,Observations,Reported,2,1957,7,31,1957,7,31
19447,Klyuchevskoy,Confirmed,Observations,Reported,1,1957,7,2,,,
20228,Trident,Confirmed,Observations,Reported,2,1957,7,2,1960,8,10
18088,Akita-Yakeyama,Confirmed,Observations,Reported,1,1957,7,2,,,
16247,Sangeang Api,Confirmed,Observations,Reported,1,1957,7,2,,,
11338,Purace,Confirmed,Observations,Reported,2,1957,7,2,,,
18848,Chikurachki,Confirmed,Observations,Reported,2,1957,5,16,,,
10465,Colima,Confirmed,Observations,Reported,1,1957,5,14,1960,7,2
18319,Myojinsho,Confirmed,Observations,Reported,0,1957,5,2,,,
13841,Asosan,Confirmed,Observations,Reported,1,1957,4,12,1957,4,12
18408,Ioto,Confirmed,Observations,Reported,1,1957,3,28,1957,3,28
11060,Concepcion,Confirmed,Observations,Reported,2,1957,3,27,1957,7,16
15665,Gede-Pangrango,Confirmed,Observations,Reported,2,1957,3,13,1957,3,13
19832,Vsevidof,Uncertain,Uncertain,Unspecified,2,1957,3,11,1957,3,12
18692,Akan,Confirmed,Observations,Reported,1,1957,2,26,1957,9,5
10719,Fuego,Confirmed,Observations,Reported,3,1957,2,19,1957,2,21
13397,Slamet,Confirmed,Observations,Reported,2,1957,2,8,1957,2,8
15153,Kavachi,Confirmed,Observations,Reported,0,1957,2,8,,,
13790,Etna,Confirmed,Observations,Reported,2,1957,2,5,1957,5,7
15677,Tangkuban Parahu,Confirmed,Observations,Reported,1,1957,1,16,1957,1,16
19136,Zhupanovsky,Confirmed,Observations,Reported,2,1956,12,27,1957,6,16
13840,Asosan,Confirmed,Observations,Reported,1,1956,12,21,1956,12,21
16246,Sangeang Api,Confirmed,Observations,Reported,1,1956,12,16,,,
19044,Koryaksky,Confirmed,Observations,Reported,3,1956,12,16,1957,6,16
14919,Manam,Confirmed,Observations,Reported,3,1956,12,8,1958,8,16
14631,Ruapehu,Confirmed,Observations,Reported,1,1956,11,18,1956,11,18
14061,Nyamulagira,Confirmed,Observations,Reported,1,1956,11,17,1956,11,18
16936,Suwanosejima,Confirmed,Observations,Reported,2,1956,11,16,1984,5,16
12367,Soufriere Guadeloupe,Confirmed,Observations,Reported,1,1956,10,19,1956,10,27
12159,Villarrica,Confirmed,Observations,Reported,1,1956,10,3,1956,11,16
19309,Tolbachik,Confirmed,Observations,Reported,2,1956,9,28,1957,11,28
20227,Trident,Confirmed,Uncertain,Unspecified,2,1956,9,8,1956,9,9
18227,Izu-Oshima,Uncertain,Uncertain,Unspecified,1,1956,8,25,1956,8,26
13839,Asosan,Confirmed,Observations,Reported,2,1956,8,16,,,
11337,Purace,Confirmed,Observations,Reported,2,1956,7,2,,,
15130,Bagana,Confirmed,Observations,Reported,2,1956,7,2,,,
15360,Matthew Island,Confirmed,Observations,Reported,0,1956,7,2,,,
15839,Tengger Caldera,Confirmed,Observations,Reported,2,1956,6,16,1956,7,16
18653,Tokachidake,Confirmed,Observations,Reported,1,1956,6,16,1956,6,16
15784,Dieng Volcanic Complex,Confirmed,Observations,Reported,1,1956,6,2,1956,6,2
14200,Karthala,Confirmed,Observations,Reported,2,1956,6,1,,,
10343,Ubinas,Confirmed,Observations,Reported,2,1956,5,16,1956,10,21
15664,Gede-Pangrango,Confirmed,Observations,Reported,2,1956,4,28,1956,4,28
18453,Fukutoku-Oka-no-Ba,Uncertain,Uncertain,Unspecified,0,1956,4,1,1956,5,1
14988,Langila,Confirmed,Observations,Reported,2,1956,3,25,1956,3,31
15547,Kaba,Confirmed,Observations,Reported,2,1956,3,22,1956,3,28
18691,Akan,Confirmed,Observations,Reported,1,1956,3,18,1956,10,31
19180,Karymsky,Confirmed,Observations,Reported,1,1956,3,16,1957,2,16
20166,Veniaminof,Confirmed,Observations,Reported,3,1956,3,16,1956,5,23
16138,Raung,Confirmed,Observations,Reported,3,1956,2,13,1956,3,25
19446,Klyuchevskoy,Confirmed,Observations,Reported,2,1956,1,16,1956,8,2
14595,Tongariro,Confirmed,Observations,Reported,2,1956,1,11,1956,2,11
13210,Bristol Island,Confirmed,Observations,Reported,3,1956,1,11,1956,1,19
18226,Izu-Oshima,Confirmed,Observations,Reported,1,1956,1,3,1956,1,6
17329,Asosan,Confirmed,Observations,Reported,2,1956,1,3,1956,1,13
13529,Tengger Caldera,Confirmed,Observations,Reported,2,1955,12,29,1955,12,30
18690,Akan,Confirmed,Observations,Reported,1,1955,11,19,1955,11,19
15761,Slamet,Confirmed,Observations,Reported,2,1955,11,12,1955,12,20
19336,Bezymianny,Confirmed,Observations,Reported,5,1955,10,22,1957,3,1
12061,Llaima,Confirmed,Observations,Reported,3,1955,10,22,1957,11,16
17088,Aira,Confirmed,Observations,Reported,3,1955,10,13,2016,8,22
19308,Tolbachik,Confirmed,Observations,Reported,2,1955,10,6,1955,12,8
15199,Tinakula,Uncertain,Uncertain,Unspecified,2,1955,8,16,1955,10,15
12188,Carran-Los Venados,Confirmed,Observations,Reported,4,1955,7,27,1955,11,12
10718,Fuego,Confirmed,Observations,Reported,1,1955,7,26,,,
17328,Asosan,Confirmed,Observations,Reported,1,1955,7,25,1955,7,28
15495,Gede-Pangrango,Uncertain,Uncertain,Unspecified,1,1955,7,21,1955,8,2
20082,Shishaldin,Confirmed,Observations,Reported,2,1955,7,16,,,
14353,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1955,7,6,1957,3,16
15266,Ambrym,Confirmed,Observations,Reported,2,1955,7,2,,,
16245,Sangeang Api,Confirmed,Observations,Reported,1,1955,7,2,,,
18827,Chirinkotan,Confirmed,Observations,Reported,2,1955,7,2,,,
19179,Karymsky,Confirmed,Observations,Reported,2,1955,7,2,,,
11440,Reventador,Confirmed,Observations,Reported,2,1955,7,2,,,
13105,Erebus,Confirmed,Observations,Reported,2,1955,7,2,,,
12678,Katla,Uncertain,Uncertain,Unspecified,0,1955,6,25,,,
18318,Myojinsho,Confirmed,Observations,Reported,0,1955,6,25,,,
14960,Long Island,Confirmed,Observations,Reported,3,1955,6,5,1955,6,13
14987,Langila,Confirmed,Observations,Reported,2,1955,6,1,1955,6,16
13789,Etna,Confirmed,Observations,Reported,2,1955,4,5,1956,4,7
18452,Fukutoku-Oka-no-Ba,Uncertain,Uncertain,Unspecified,0,1955,4,1,1955,4,1
10090,Kilauea,Confirmed,Observations,Reported,0,1955,2,28,1955,5,26
14986,Langila,Confirmed,Observations,Reported,2,1955,2,15,1955,2,17
15605,Krakatau,Confirmed,Observations,Reported,2,1955,2,11,,,
14017,"Lengai, Ol Doinyo",Confirmed,Observations,Reported,2,1955,1,19,1955,1,20
16137,Raung,Confirmed,Observations,Reported,2,1955,1,18,1955,1,18
14475,Whakaari/White Island,Confirmed,Observations,Reported,2,1955,1,16,,,
19307,Tolbachik,Confirmed,Observations,Reported,2,1955,1,7,1955,2,9
15783,Dieng Volcanic Complex,Confirmed,Observations,Reported,0,1954,12,6,1954,12,6
18630,Shikotsu,Confirmed,Observations,Reported,1,1954,11,19,1955,2,14
17087,Aira,Uncertain,Uncertain,Unspecified,1,1954,11,16,1954,12,16
11709,"Negra, Sierra",Confirmed,Uncertain,Unspecified,2,1954,11,9,,,
16244,Sangeang Api,Confirmed,Observations,Reported,2,1954,11,4,,,
18317,Myojinsho,Confirmed,Observations,Reported,0,1954,11,4,1954,11,5
10973,"Pilas, Las",Confirmed,Observations,Reported,2,1954,10,29,1954,10,31
10856,San Miguel,Confirmed,Observations,Reported,2,1954,10,21,1954,10,21
15359,Matthew Island,Confirmed,Observations,Reported,2,1954,10,16,,,
18652,Tokachidake,Confirmed,Observations,Reported,1,1954,9,16,1954,9,16
18813,Sarychev Peak,Confirmed,Observations,Reported,2,1954,8,16,1954,10,16
15460,Marapi,Confirmed,Observations,Reported,2,1954,8,16,1957,12,16
14886,Bam,Confirmed,Observations,Reported,2,1954,8,3,1957,1,2
14016,"Lengai, Ol Doinyo",Confirmed,Observations,Reported,2,1954,7,26,1954,9,16
12836,Grimsvotn,Uncertain,Uncertain,Unspecified,1,1954,7,16,,,
15265,Ambrym,Confirmed,Observations,Reported,2,1954,7,2,,,
16935,Suwanosejima,Confirmed,Observations,Reported,0,1954,7,2,,,
14130,Cameroon,Confirmed,Observations,Reported,2,1954,6,28,1954,7,26
11858,Lascar,Confirmed,Observations,Reported,2,1954,6,16,1954,7,16
10089,Kilauea,Confirmed,Observations,Reported,0,1954,5,31,1954,6,3
19445,Klyuchevskoy,Confirmed,Observations,Reported,2,1954,5,28,1954,9,16
17327,Asosan,Confirmed,Observations,Reported,1,1954,5,26,1954,5,26
14985,Langila,Confirmed,Observations,Reported,3,1954,5,18,1954,11,13
14918,Manam,Confirmed,Observations,Reported,2,1954,5,16,1954,6,16
14594,Tongariro,Confirmed,Observations,Reported,3,1954,5,13,1955,6,25
18629,Shikotsu,Confirmed,Observations,Reported,1,1954,5,2,1954,5,2
16243,Sangeang Api,Confirmed,Observations,Reported,2,1954,4,26,,,
14404,Heard,Confirmed,Observations,Reported,2,1954,4,13,1954,6,13
22142,Santa Ana,Confirmed,Isotopic,14C (calibrated),2,1954,4,,,,
14060,Nyamulagira,Confirmed,Observations,Reported,1,1954,2,21,1954,5,28
19306,Tolbachik,Confirmed,Observations,Reported,2,1954,2,21,1954,6,13
10955,"Negro, Cerro",Confirmed,Observations,Reported,2,1954,2,16,1954,2,16
18451,Fukutoku-Oka-no-Ba,Uncertain,Uncertain,Unspecified,0,1954,2,4,,,
12835,Grimsvotn,Confirmed,Observations,Reported,1,1954,1,15,,,
18689,Akan,Confirmed,Observations,Reported,1,1954,1,7,1954,4,13
13225,Candlemas Island,Uncertain,Uncertain,Unspecified,0,1953,12,31,,,
14593,Tongariro,Confirmed,Observations,Reported,0,1953,12,28,,,
17799,Asamayama,Confirmed,Observations,Reported,3,1953,12,27,1955,8,2
17326,Asosan,Confirmed,Observations,Reported,1,1953,12,16,1953,12,16
18450,Fukutoku-Oka-no-Ba,Uncertain,Uncertain,Unspecified,0,1953,12,1,1953,12,1
20134,Pavlof,Confirmed,Observations,Reported,1,1953,11,25,1954,8,16
15326,Epi,Uncertain,Uncertain,Unspecified,0,1953,11,16,,,
13595,Soputan,Confirmed,Observations,Reported,2,1953,11,16,,,
12459,Kick 'em Jenny,Confirmed,Observations,Hydrophonic,0,1953,10,30,1953,10,30
17883,Nasudake,Confirmed,Observations,Reported,1,1953,10,24,1953,10,29
16221,Rinjani,Confirmed,Observations,Reported,0,1953,10,15,,,
18225,Izu-Oshima,Confirmed,Observations,Reported,1,1953,10,5,1954,2,8
20081,Shishaldin,Confirmed,Observations,Reported,2,1953,10,4,,,
15604,Krakatau,Confirmed,Observations,Reported,2,1953,9,21,1953,11,25
18628,Shikotsu,Confirmed,Observations,Reported,1,1953,9,14,1953,9,14
15524,Iya,Confirmed,Observations,Reported,2,1953,9,4,1953,9,5
11708,"Negra, Sierra",Confirmed,Observations,Reported,3,1953,8,27,1954,1,16
14403,Heard,Confirmed,Observations,Reported,2,1953,8,20,1953,11,18
15760,Slamet,Confirmed,Observations,Reported,2,1953,8,16,1953,10,16
13788,Etna,Uncertain,Uncertain,Unspecified,2,1953,7,30,,,
20397,Spurr,Confirmed,Observations,Reported,4,1953,7,9,1953,7,16
20020,Akutan,Confirmed,Observations,Reported,2,1953,7,2,,,
18398,Kita-Fukutokutai,Confirmed,Observations,Reported,0,1953,7,2,1954,7,2
19178,Karymsky,Confirmed,Observations,Reported,2,1953,7,2,,,
16520,Karangetang,Confirmed,Observations,Reported,2,1953,7,2,,,
11694,Alcedo,Confirmed,Observations,Reported,0,1953,7,2,,,
14858,St. Andrew Strait,Confirmed,Observations,Reported,2,1953,6,27,1957,1,28
15129,Bagana,Confirmed,Observations,Reported,3,1953,6,16,1953,9,16
19444,Klyuchevskoy,Confirmed,Observations,Reported,2,1953,6,7,1953,6,25
18380,Kita-Ioto,Uncertain,Uncertain,Unspecified,0,1953,5,16,1953,5,16
15264,Ambrym,Confirmed,Observations,Reported,2,1953,5,16,1953,10,13
14959,Long Island,Confirmed,Observations,Reported,3,1953,5,8,1954,1,7
17325,Asosan,Confirmed,Observations,Reported,2,1953,4,27,1953,7,30
14917,Manam,Confirmed,Observations,Reported,2,1953,4,16,1953,8,16
10717,Fuego,Confirmed,Observations,Reported,3,1953,4,9,1953,4,13
16102,Lamongan,Uncertain,Uncertain,Unspecified,2,1953,4,4,1953,6,16
15782,Dieng Volcanic Complex,Confirmed,Observations,Reported,2,1953,3,24,1953,3,25
16242,Sangeang Api,Confirmed,Observations,Reported,3,1953,3,19,1953,5,15
15603,Krakatau,Confirmed,Observations,Reported,2,1953,3,17,1953,5,1
14351,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1953,3,13,1953,7,8
15908,Merapi,Confirmed,Observations,Reported,2,1953,3,2,1958,12,16
20287,Iliamna,Uncertain,Uncertain,Unspecified,2,1953,3,1,,,
20226,Trident,Confirmed,Observations,Reported,3,1953,2,15,1954,10,5
15325,Epi,Confirmed,Observations,Reported,3,1953,2,12,1953,2,19
15340,Kuwae,Confirmed,Observations,Reported,1,1953,2,12,,,
16136,Raung,Confirmed,Observations,Reported,3,1953,1,31,1953,4,15
17640,Maly Semyachik,Confirmed,Observations,Reported,2,1952,12,5,,,
14592,Tongariro,Confirmed,Observations,Reported,2,1952,11,29,1953,7,16
19177,Karymsky,Confirmed,Observations,Reported,2,1952,11,16,,,
17623,Tao-Rusyr Caldera,Confirmed,Observations,Reported,3,1952,11,12,1952,11,19
18844,Karpinsky Group,Confirmed,Observations,Reported,1,1952,11,5,,,
18493,Farallon de Pajaros,Confirmed,Observations,Reported,2,1952,10,26,1953,4,15
10972,"Pilas, Las",Confirmed,Observations,Reported,1,1952,10,23,1952,12,16
15602,Krakatau,Confirmed,Observations,Reported,2,1952,10,10,1952,10,11
15339,Kuwae,Confirmed,Observations,Reported,1,1952,10,3,,,
18316,Myojinsho,Confirmed,Observations,Reported,2,1952,9,16,1953,10,16
15961,Arjuno-Welirang,Confirmed,Observations,Reported,0,1952,8,15,,,
15263,Ambrym,Confirmed,Observations,Reported,2,1952,8,10,1952,12,26
10379,Barcena,Confirmed,Observations,Reported,3,1952,8,1,1953,2,24
17864,Nikko-Shiranesan,Confirmed,Observations,Reported,2,1952,7,16,1952,9,16
14630,Ruapehu,Confirmed,Observations,Reported,1,1952,7,16,,,
15781,Dieng Volcanic Complex,Uncertain,Uncertain,Unspecified,1,1952,7,16,,,
16592,Gamkonora,Confirmed,Observations,Reported,2,1952,7,16,1952,9,5
15676,Tangkuban Parahu,Confirmed,Observations,Reported,1,1952,7,4,1952,7,11
16468,Mahawu,Confirmed,Observations,Reported,2,1952,7,2,,,
16870,Ambalatungan Group,Uncertain,Uncertain,Unspecified,1,1952,7,2,,,
18432,Fukujin,Uncertain,Uncertain,Unspecified,0,1952,7,2,,,
10088,Kilauea,Confirmed,Observations,Reported,0,1952,6,27,1952,11,10
18449,Fukutoku-Oka-no-Ba,Uncertain,Uncertain,Unspecified,0,1952,6,20,1952,6,20
17935,Azumayama,Uncertain,Uncertain,Unspecified,1,1952,6,18,,,
17798,Asamayama,Confirmed,Observations,Reported,2,1952,6,7,1952,6,14
14350,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1952,5,19,1952,7,20
16172,Ijen,Confirmed,Observations,Reported,1,1952,4,22,1952,4,24
15152,Kavachi,Confirmed,Observations,Reported,2,1952,4,16,1953,1,31
15546,Kaba,Confirmed,Observations,Reported,2,1952,4,1,1952,4,28
16345,Iliwerung,Confirmed,Observations,Reported,1,1952,3,24,,,
11165,Poas,Confirmed,Observations,Reported,2,1952,3,23,1957,12,25
16876,Didicas,Confirmed,Observations,Reported,2,1952,3,16,1953,7,2
15128,Bagana,Confirmed,Observations,Reported,4,1952,2,29,1952,10,16
16519,Karangetang,Confirmed,Observations,Reported,2,1952,2,16,1952,6,30
14199,Karthala,Confirmed,Observations,Reported,2,1952,2,10,1952,2,12
19684,Gareloi,Confirmed,Observations,Reported,2,1952,1,17,,,
17797,Asamayama,Uncertain,Uncertain,Unspecified,1,1952,1,16,1952,1,16
15512,Kerinci,Confirmed,Observations,Reported,2,1952,1,16,1952,6,16
18772,Kolokol Group,Confirmed,Observations,Reported,2,1952,1,15,,,
19986,Makushin,Confirmed,Observations,Reported,1,1951,12,20,,,
16336,Lewotolok,Confirmed,Observations,Reported,2,1951,12,15,,,
15151,Kavachi,Confirmed,Observations,Reported,2,1951,12,1,,,
19443,Klyuchevskoy,Confirmed,Observations,Reported,2,1951,11,19,1951,11,30
14059,Nyamulagira,Confirmed,Observations,Reported,2,1951,11,16,1952,1,16
11857,Lascar,Confirmed,Observations,Reported,2,1951,11,16,1952,2,19
16344,Iliwerung,Confirmed,Observations,Reported,2,1951,11,12,1951,11,16
15198,Tinakula,Confirmed,Observations,Reported,3,1951,10,23,1951,11,27
20019,Akutan,Confirmed,Observations,Reported,2,1951,10,16,,,
20133,Pavlof,Confirmed,Observations,Reported,2,1951,10,16,1952,2,16
19862,Bogoslof,Uncertain,Uncertain,Unspecified,0,1951,9,21,,,
14349,"Fournaise, Piton de la",Confirmed,Observations,Reported,1,1951,9,10,1951,9,20
15955,Kelud,Confirmed,Observations,Reported,4,1951,8,31,1951,8,31
14782,Fonualei,Confirmed,Observations,Reported,2,1951,8,21,,,
18492,Farallon de Pajaros,Confirmed,Observations,Reported,2,1951,8,16,,,
18688,Akan,Uncertain,Uncertain,Unspecified,1,1951,7,31,1952,3,16
18627,Shikotsu,Confirmed,Observations,Reported,2,1951,7,28,1951,7,28
14058,Nyamulagira,Confirmed,Observations,Reported,1,1951,7,25,1951,7,28
10342,Ubinas,Confirmed,Observations,Reported,2,1951,7,23,,,
11059,Concepcion,Confirmed,Observations,Reported,2,1951,7,16,1955,5,16
10923,Telica,Confirmed,Observations,Reported,2,1951,7,15,1951,10,15
18757,Sashiusudake [Baransky],Confirmed,Observations,Reported,1,1951,7,15,,,
18431,Fukujin,Confirmed,Observations,Reported,0,1951,7,15,1951,10,15
16320,Iliboleng,Confirmed,Observations,Reported,2,1951,7,2,,,
16445,Lokon-Empung,Confirmed,Observations,Reported,3,1951,7,2,1953,3,16
16591,Gamkonora,Confirmed,Observations,Reported,2,1951,7,2,,,
15759,Slamet,Confirmed,Observations,Reported,2,1951,6,26,1952,1,1
14523,Okataina,Confirmed,Observations,Reported,1,1951,6,16,,,
14348,"Fournaise, Piton de la",Uncertain,Uncertain,Unspecified,0,1951,6,16,,,
13136,Fogo,Confirmed,Observations,Reported,2,1951,6,12,1951,8,21
19632,Ashikule Volcanic Field,Confirmed,Observations,Reported,2,1951,5,27,,,
10374,Socorro,Confirmed,Observations,Reported,2,1951,5,22,1951,5,22
14589,Tongariro,Confirmed,Observations,Reported,2,1951,5,16,,,
17323,Asosan,Confirmed,Observations,Reported,2,1951,5,4,1951,8,16
20080,Shishaldin,Confirmed,Observations,Reported,2,1951,4,16,1951,10,5
14629,Ruapehu,Confirmed,Observations,Reported,1,1951,3,19,,,
15729,Ciremai,Confirmed,Observations,Reported,2,1951,3,1,1951,3,2
18087,Akita-Yakeyama,Confirmed,Observations,Reported,1,1951,2,16,,,
15758,Slamet,Confirmed,Observations,Reported,2,1951,2,11,,,
18626,Shikotsu,Confirmed,Observations,Reported,2,1951,1,29,1951,1,29
15105,Lamington,Confirmed,Observations,Reported,4,1951,1,17,1956,7,2
15262,Ambrym,Confirmed,Observations,Reported,4,1950,12,6,1951,11,25
15150,Kavachi,Confirmed,Observations,Reported,2,1950,12,1,,,
10954,"Negro, Cerro",Confirmed,Observations,Reported,3,1950,11,21,1950,12,17
17322,Asosan,Confirmed,Observations,Reported,2,1950,11,16,1951,1,16
15960,Arjuno-Welirang,Confirmed,Observations,Reported,2,1950,10,30,,,
16590,Gamkonora,Confirmed,Observations,Reported,2,1950,10,16,,,
15459,Marapi,Confirmed,Observations,Reported,2,1950,9,27,1952,6,14
17796,Asamayama,Confirmed,Observations,Reported,1,1950,9,23,1951,6,17
16343,Iliwerung,Confirmed,Observations,Reported,2,1950,9,10,1950,10,2
14347,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1950,8,30,1950,9,5
20132,Pavlof,Confirmed,Observations,Reported,2,1950,7,31,1951,5,16
16006,Semeru,Confirmed,Observations,Reported,2,1950,7,23,1964,12,16
18224,Izu-Oshima,Confirmed,Observations,Reported,2,1950,7,16,1951,6,28
15601,Krakatau,Confirmed,Observations,Reported,2,1950,7,3,1950,7,7
20225,Trident,Confirmed,Uncertain,Unspecified,2,1950,7,2,1950,8,18
19683,Gareloi,Confirmed,Observations,Reported,1,1950,7,2,1951,7,2
10339,Northern EPR at 9.8°N,Confirmed,Correlation,Magnetism,0,1950,7,2,,,
18086,Akita-Yakeyama,Confirmed,Observations,Reported,1,1950,7,2,,,
17086,Aira,Confirmed,Observations,Reported,1,1950,6,29,1950,9,9
14628,Ruapehu,Confirmed,Observations,Reported,1,1950,6,26,1950,6,26
14588,Tongariro,Confirmed,Observations,Reported,2,1950,6,16,,,
10224,Mauna Loa,Confirmed,Observations,Reported,0,1950,6,1,1950,6,23
13528,Tengger Caldera,Confirmed,Observations,Reported,2,1950,5,27,1950,8,16
13209,Bristol Island,Confirmed,Observations,Reported,2,1950,3,27,,,
16319,Iliboleng,Confirmed,Observations,Reported,2,1950,3,16,1950,8,16
15545,Kaba,Confirmed,Observations,Reported,1,1950,3,16,1951,4,16
14346,"Fournaise, Piton de la",Confirmed,Observations,Reported,2,1950,2,25,1950,4,2
17934,Azumayama,Confirmed,Observations,Reported,1,1950,2,10,1950,2,19
18448,Fukutoku-Oka-no-Ba,Uncertain,Uncertain,Unspecified,0,1950,2,1,1950,2,1
14402,Heard,Confirmed,Observations,Reported,2,1950,1,24,1952,3,12
18002,Kurikomayama,Confirmed,Observations,Reported,2,1950,1,15,,,
11369,Galeras,Confirmed,Observations,Reported,2,1950,1,12,1950,9,5
13892,Santorini,Confirmed,Observations,Reported,2,1950,1,10,1950,2,2
19736,Great Sitkin,Confirmed,Observations,Reported,1,1949,12,30,1950,1,7
17321,Asosan,Confirmed,Observations,Reported,2,1949,12,26,1950,4,15
10620,Tacana,Confirmed,Observations,Reported,1,1949,12,22,1950,1,16
13784,Etna,Confirmed,Observations,Reported,2,1949,12,2,1952,5,30
10555,Fuego,Confirmed,Observations,Reported,2,1949,11,,,,
15458,Marapi,Confirmed,Observations,Reported,2,1949,10,15,1949,10,22
16934,Suwanosejima,Confirmed,Observations,Reported,2,1949,10,,1954,7,2
16953,Nakanoshima,Uncertain,Uncertain,Unspecified,1,1949,10,,,,
14345,"Fournaise, Piton de la",Uncertain,Uncertain,Unspecified,2,1949,10,,,,
15338,Kuwae,Confirmed,Observations,Reported,3,1949,10,,1949,12,
13752,Lokon-Empung,Confirmed,Observations,Reported,1,1949,9,14,,,
16518,Karangetang,Confirmed,Observations,Reported,2,1949,9,14,,,
12060,Llaima,Confirmed,Observations,Reported,2,1949,9,,,,
18085,Akita-Yakeyama,Confirmed,Observations,Reported,1,1949,8,30,1949,9,1
